"('P0', 'id')","('P1_a ', 'Idade')","('P1_b ', 'Genero')","('P1_e_b ', 'Regiao onde mora')","('P1_h ', 'Nivel de Ensino')","('P2_f ', 'Cargo Atual')","('P2_g ', 'Nivel')","('P2_h ', 'Faixa salarial')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P2_q ', 'Atualmente qual a sua forma de trabalho?')","('P2_r ', 'Qual a forma de trabalho ideal para você?')","('P2_a ', 'Qual sua situação atual de trabalho?')","('P2_o ', 'Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?')","('P2_o_a ', 'Remuneração/Salário')","('P2_o_b ', 'Benefícios')","('P2_o_c ', 'Propósito do trabalho e da empresa')","('P2_o_d ', 'Flexibilidade de trabalho remoto')","('P2_o_e ', 'Ambiente e clima de trabalho')","('P2_o_f ', 'Oportunidade de aprendizado e trabalhar com referências na área')","('P2_o_g ', 'Plano de carreira e oportunidades de crescimento profissional')","('P2_o_h ', 'Maturidade da empresa em termos de tecnologia e dados')"
pseygbc0nx00cpsql2voqcwcu9kfsm9j,35.0,Masculino,Sudeste,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
xwpucep89nv8iph5xwpfhlzsgwpulc5r,32.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Ambiente e clima de trabalho, Maturidade da empresa em termos de tecnologia e dados",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
kxd3d5lctlx2guilkxd3d5bygodhpsu4,33.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),"Remuneração/Salário, Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
smslpz7v6s6cx8ym5kymsmslpyg5rdzr,34.0,Masculino,Centro-oeste,Graduação/Bacharelado,,,de R$ 16.001/mês a R$ 20.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto,Empreendedor ou Empregado (CNPJ),Reputação que a empresa tem no mercado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tgykdftl9y0adnqa8gl4ztgykdfifrxn,38.0,Feminino,Sudeste,Pós-graduação,,,de R$ 20.001/mês a R$ 25.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Propósito do trabalho e da empresa",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
j5hxpog80ije9h8cahj5hxpohe5rpsdt,48.0,Masculino,Nordeste,Mestrado,,,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Servidor Público,"Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados, Plano de carreira e oportunidades de crescimento profissional",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0qowe246sxnapmh0qowe2q8hbs3s3hps,39.0,Masculino,Nordeste,Graduação/Bacharelado,,,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
svhadi1mmnsqc6afzafqqsvhadiik49m,31.0,Masculino,Sudeste,Não tenho graduação formal,,,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Maturidade da empresa em termos de tecnologia e dados, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
flfe84dbr1ljqi38wvtflv2074795nuw,53.0,Feminino,Sudeste,Pós-graduação,,,de R$ 25.001/mês a R$ 30.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ef2m6wve3c606z35olxef2m6wfvzj7hm,28.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo 100% remoto,Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
zvxc6961osbp95igzvxc8d1r5yuuhbgj,27.0,Masculino,Sul,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),"Remuneração/Salário, Ambiente e clima de trabalho, Maturidade da empresa em termos de tecnologia e dados",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
xmzslb4wxqs409bxps5gyxmzslb4s788,32.0,Masculino,Sudeste,Mestrado,,,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
o7cm8ssulfrhvw1cwupo7cm8k8xcqou4,23.0,Masculino,Sudeste,Estudante de Graduação,,,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
kg0cane9agzfjdv8ttllkg0zwb7n5879,24.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área, Qualidade dos gestores e líderes",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
n4pum5kat9uiwl9qn4puli1vlii8ko2z,27.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
e5g7hgz4ojs4vizlmkcbie5g7hgz5f0i,35.0,Masculino,Sudeste,Pós-graduação,,,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Ambiente e clima de trabalho, Remuneração/Salário, Propósito do trabalho e da empresa",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0m8283xyj4cxvspuf5njga6650m8283h,26.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Propósito do trabalho e da empresa, Qualidade dos gestores e líderes",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rutble4gtbhtll3oswgzirutbleu1ly2,51.0,Masculino,Sudeste,Não tenho graduação formal,,,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados, Qualidade dos gestores e líderes",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
s8f9sjprhjdlhx82gns8f9sjprr1v0ai,41.0,Masculino,Sudeste,Doutorado ou Phd,,,Acima de R$ 40.001/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),"Propósito do trabalho e da empresa, Remuneração/Salário, Flexibilidade de trabalho remoto",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
qe3rk2jy5m3u4i6kmaqe3r3y8e5amb9s,26.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 25.001/mês a R$ 30.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Flexibilidade de trabalho remoto, Remuneração/Salário, Ambiente e clima de trabalho",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
m5vw2rwn2q4k7m5vw221fg9k6z2l9yag,36.0,Masculino,Sudeste,Mestrado,,,de R$ 30.001/mês a R$ 40.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
dm11d2ysyomql2endm114sxffvbczhmu,38.0,Masculino,Sudeste,Doutorado ou Phd,,,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
nb20djr6filcv13c8nb20djrwz51ig8w,30.0,Masculino,Sul,Graduação/Bacharelado,,,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
89ybqlxqx702csi589yb1syzb3t1vb42,39.0,Masculino,Sudeste,Doutorado ou Phd,,,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Propósito do trabalho e da empresa, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4nv6au4ndzw2fakg4nv6au4gpo0nqbc6,31.0,Masculino,Sudeste,Mestrado,,,de R$ 30.001/mês a R$ 40.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Propósito do trabalho e da empresa",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4n9bnjizql75jqke10ki4n9bo1pek8t3,33.0,Masculino,Sudeste,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Flexibilidade de trabalho remoto, Remuneração/Salário, Benefícios",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
fw4me3niopikx8t340vqdfw4m57db6kn,30.0,Masculino,Sudeste,Mestrado,,,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Ambiente e clima de trabalho, Propósito do trabalho e da empresa",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
42wklwtbntp2hev2q6m42wklwqf4b30s,28.0,Masculino,Centro-oeste,Mestrado,,,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3vbr6a504rbqt8sxg9cd7n3vbr6ansaa,30.0,Feminino,Centro-oeste,Mestrado,,,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,Empreendedor ou Empregado (CNPJ),"Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
xawddw7aozwioxxawdcoy80m2bxx7ofd,31.0,Feminino,Sudeste,Doutorado ou Phd,,,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
54fub0fn1blu7p4jbmm754fudysap1hi,28.0,Masculino,Sudeste,Estudante de Graduação,,,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Ambiente e clima de trabalho, Remuneração/Salário, Qualidade dos gestores e líderes",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mcorjf7jgpnycmcorj5sibsf80bbkrzi,36.0,Masculino,Sudeste,Doutorado ou Phd,,,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),Flexibilidade de trabalho remoto,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
th9hbn8y8mabrxv0th9qygnb6asn9vse,45.0,Feminino,Sudeste,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48xkf2dqs5lz0dgyh0sq48xkf2dnukju,34.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 25.001/mês a R$ 30.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),"Propósito do trabalho e da empresa, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
x5ovrp24fgzmkhzkxx5ov398tldipqwi,26.0,Masculino,Centro-oeste,Pós-graduação,,,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados, Qualidade dos gestores e líderes",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
xktb3rikix5bhnwke3pxktb3wgds8brd,28.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Propósito do trabalho e da empresa",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6vpqjzk3fdyjurigrp6vpqb0c53r0b6h,35.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
n9gupv9h9z4tk61n9gupxh7zvcj1avr5,38.0,Masculino,Sul,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
wudonscpgu2qeul0hgwudonscpfrb48f,46.0,Masculino,Sudeste,Pós-graduação,,,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
7xes890gz52hdhw2nkf17xes8c9qgdz8,35.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Ambiente e clima de trabalho",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
zyoz1s0ie1mva2zyoz1ybjvfggdfz89i,32.0,Masculino,Sul,Graduação/Bacharelado,Engenheiro de Dados/Data Engineer,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
zxwv1axhtjl3ccjczxwv0wbf2qw8r8r5,28.0,Feminino,Sul,Pós-graduação,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
zuwpvmglkc46t88zuwplx92e9olkav38,46.0,Feminino,Sul,Mestrado,Técnico,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto,Servidor Público,"Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
zuvocreuesob1eg49awr9rxzuvocrq4z,35.0,Feminino,Sudeste,Pós-graduação,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ztrtwtz05am4swq65l1wztrtwk6u4guz,27.0,Masculino,Sul,Graduação/Bacharelado,Engenheiro de Dados/Data Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
zt1nf4ujco617z39otzt1nfjtm4mj6l1,30.0,Feminino,Sul,Doutorado ou Phd,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Propósito do trabalho e da empresa, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
zs15zug6kr08ay40u8wmjzs15zugsgvi,34.0,Masculino,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Data Engineer,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Qualidade dos gestores e líderes",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
zrs0ji7k1nooppgjfqj9rs9zrs0ji7co,27.0,Masculino,Sul,Estudante de Graduação,Engenheiro de Dados/Data Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,Estagiário,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
zr7pb5t3dldizr7rwdng8bjahdjjqerw,39.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de Negócios/Business Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional, Reputação que a empresa tem no mercado",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
